BNB,0xB8c77482e45F1F44dE1745F52C74426C631bDD52,18
USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,18
VEN,0xd850942ef8811f2a866692a623011bde52a462c1,18
TUSD,0x0000000000085d4780B73119b644AE5ecd22b376,18
OMG,0xd26114cd6EE289AccF82350c8d8487fedB8A0C07,18
ZIL,0x05f4a42e251f2d52b8ed15e9fedaacfcef1fad27,12
ZRX,0xe41d2489571d322189246dafa5ebde1f4699f498,18
BAT,0x0d8775f648430679a709e98d2b0cb6250d2887ef,18
LINK,0x514910771af9ca656af840dff83e8264ecf986ca,18
PAX,0x8e870d67f660d95d5be530380d0ec0bd388289e1,18
ICX,0xb5a5f22694352c15b00323844ad545abb2b11028,18
REP,0x1985365e9f78359a9B6AD760e32412f4a445E862,18
R,0x48f775efbe4f5ece6e0df2f7b5932df56823b990,0
GUSD,0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,2
AE,0x5ca9a71b1d01849c0a95490cc00559717fcf0d1d,18
NPXS,0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3,18
BTM,0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750,8
IOST,0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab,18
SNT,0x744d70fdbe2ba4cf95131626614a1763df805b9e,18
DAI,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,18
PPT,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a,8
MCO,0xb63b606ac810a52cca15e44bb630fd42d8d1d83d,8
AOA,0x9ab165d795019b6d8b3e971dda91071421305e5a,18
GNT,0xa74476443119A942dE498590Fe1f2454d7D4aC0d,18
BCZERO,0xd45247c07379d94904e0a87b4481f0a1ddfa0c64,18
ODEM,0xbf52f2ab39e26e0951d2a02b49b7702abe30406a,18
HT,0x6f259637dcd74c767781e37bc6133cd6a68aa161,18
Dentacoin,0x08d32b0da63e2C3bcF8019c9c5d849d7a9d791e6,0
INB,0x17aa18a4b64a55abed7fa543f2ba4e91f2dce482,18
WTC,0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74,18
PRL,0x1844b21593262668b7248d0f57a220caaba46ab9,18
MANA,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,18
MGO,0x40395044Ac3c0C57051906dA938B54BD6557F212,8
NEXO,0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,18
AION,0x4CEdA7906a5Ed2179785Cd3A40A69ee8bc99C466,8
BNT,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,18
DGD,0xe0b7927c4af23765cb51314a0e0521a9645f0e2a,9
LKY,0x49bd2da75b1f7af1e4dfd6b1125fecde59dbec58,18
EURS,0xdb25f211ab05b1c97d595516f45794528a807ad8,2
POLY,0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec,18
QASH,0x618e75ac90b12c6049ba3b27f5d5f8651b0037f6,6
CRO,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,8
THETA,0x3883f5e181fccaf8410fa61e12b59bad963fb645,18
DGTX,0x1c83501478f1320977047008496dacbd60bb15ef,18
LRC,0xef68e7c694f40c8202821edf525de3782458639f,18
WAX,0x39bb259f66e1c59d5abef88375979b4d20d98022,8
ELF,0xbf2179859fc6d5bee9bf9158632dc51678a4100e,18
VERI,0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374,18
POWR,0x595832f8fc6bf59c85c527fec3740a1b7a361269,6
EDR,0xc528c28fec0a90c083328bc45f587ee215760a0f,18
QKC,0xea26c4ac16d4a5a106820bc8aee85fd0b7b2b664,18
LOOM,0xa4e8c3ec456107ea67d3075bf9e3df3a75823db0,18
ENJ,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,18
AGI,0x8eb24319393716668d768dcec29356ae9cffe285,8
RNT,0xff603f43946a3a28df5e6a73172555d8c8b02386,18
NAS,0x5d65D971895Edc438f465c17DB6992698a52318D,18
KIN,0x818fc6c2ec5986bc6e2cbf00939d90556ab12ce5,18
WIC,0x4f878c0852722b0976a955d68b376e4cd4ae99e5,8
NULS,0xb91318f35bdb262e9423bc7c7c2a3a93dd93c92c,18
EDO,0xced4e93198734ddaff8492d525bd258d49eb388e,18
BHPC,0xee74110fb5a1007b06282e0de5d73a61bf41d9cd,18
FUN,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,8
ENG,0xf0ee6b27b759c9893ce4f094b49ad28fd15a23e4,8
DRGN,0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e,18
SAN,0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,18
QNT,0x4a220e6096b25eadb88358cb44068a3248254675,18
CENNZ,0x1122b6a0e00dce0563082b6e2953f3a943855c1f,18
NEC,0xcc80c051057b774cd75067dc48f8987c4eb97a5e,18
KNC,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,18
DENT,0x3597bfd533a99c9aa083587b074434e61eb0a258,8
OCN,0x4092678e4e78230f46a1534c0fbc8fa39780892b,18
SXDT,0x12b306fa98f4cbb8d4457fdff3a0a0a56f07ccdf,18
ICN,0x888666CA69E0f178DED6D75b5726Cee99A87D698,18
PAY,0xB97048628DB6B661D4C2aA833e95Dbe1A905B280,18
CMT,0xf85feea2fdd81d51177f6b8f35f0e6734ce45f5f,18
EDG,0x08711d3b02c8758f2fb3ab4e80228418a7f8e39c,0
STORJ,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,8
SALT,0x4156D3342D5c385a87D264F90653733592000581,8
BRD,0x558ec3152e2eb2174905cd19aea4e34a23de9ad6,18
SUB,0x12480e24eb5bec1a9d4369cab6a80cad3c0a377a,2
CVC,0x41e5560054824ea6b0732e656e3ad64e20e94e45,8
SRN,0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25,18
MXM,0x6a750d255416483bec1a31ca7050c6dac4263b57,18
CTXC,0xea11755ae41d889ceec39a63e6ff75a02bc1c00d,18
TEN,0xdd16ec0f66e54d453e6756713e533355989040e4,18
AUTO,0x622dFfCc4e83C64ba959530A5a5580687a57581b,18
GVT,0x103c3A209da59d3E7C4A89307e66521e081CFDF0,18
XYO,0x55296f69f40ea6d20e478533c15a6b08b654e758,18
REQ,0x8f8221afbb33998d8584a2b05749ba73c37a938a,18
TOMO,0x8b353021189375591723e7384262f45709a3c3dc,18
BIX,0xb3104b4b9da82025e8b9f8fb28b3553ce2f67069,18
STORM,0xd0a4b8946cb52f0661273bfbc6fd0e0c75fc6433,18
RLC,0x607F4C5BB672230e8672085532f7e901544a7375,9
TCT,0x4824a7b64e3966b0133f4f4ffb1b9d6beb75fff7,18
CREDO,0x4e0603e2a27a30480e5e3a4fe548e29ef12f64be,18
C20,0x26e75307fc0c021472feb8f727839531f112f317,18
MDA,0x51db5ad35c671a87207d88fc11d593ac0c8415bd,18
TEL,0x85e076361cc813a908ff672f9bad1541474402b2,2
CND,0xd4c435f5b09f855c3317c8524cb1f586e42795fa,18
OSA,0xc6abf3c09341741ac6041b0b08195701bdfd460c,18
MFT,0xdf2c7238198ad8b389666574f2d8bc411a4b7428,18
ANT,0x960b236A07cf122663c4303350609A66A7B288C0,18
BZNT,0xe1aee98495365fc179699c1bb3e761fa716bee62,18
GTO,0xc5bbae50781be1669306b9e001eff57a2957b09d,5
POE,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195,8
QBIT,0x1602af2c782cc03f9241992e243290fccf73bb13,18
REN,0x408e41876cccdc0f92210600ef50372656052a38,18
CS,0x46b9ad944d1059450da1163511069c718f699d31,6
GNO,0x6810e776880c02933d47db1b9fc05908e5386b96,18
PMA,0x846c66cf71c43f80403b51fe3906b3599d63336f,18
DATA,0x0cf0ee63788a0849fe5297f3407f701e122cc023,18
STACS,0x286708f069225905194673755f12359e6aff6fe1,18
XET,0x054c64741dbafdc19784505494029823d89c3b13,8
FSN,0xd0352a019e9ab9d757776f532377aaebd36fd541,18
RDN,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,18
PLR,0xe3818504c1b32bf1557b16c238b2e01fd3149c17,18
APIS,0x4c0fbe1bb46612915e7967d2c3213cd4d87257ad,18
SWM,0x9e88613418cf03dca54d6a2cf6ad934a78c7a17a,18
DMT,0x2ccbff3a042c68716ed2a2cb0c544a9f1d1935e1,8
IOTX,0x6fb3e0a217407efff7ca062d46c26e5d60a14d69,18
nCash,0x809826cceab68c387726af962713b64cb5cb3cca,18
DEW,0x20e94867794dba030ee287f1406e100d03c84cd3,18
MAN,0xe25bcec5d3801ce3a794079bf94adf1b8ccd802d,18
ETHOS,0x5af2be193a6abca9c8817001f45744777db30756,8
SPHTX,0x3833dda0aeb6947b98ce454d89366cba8cc55528,18
VEE,0x340d2bde5eb28c1eed91b2f790723e3b160613b7,18
AMB,0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce,18
UTK,0x70a72833d6bf7f508c8224ce59ea1ef3d0ea3a38,18
NEU,0xa823e6722006afe99e91c30ff5295052fe6b8e32,18
LOC,0x5e3346444010135322268a4630d2ed5f8d09446c,18
INS,0x5b2e4a700dfbc560061e957edec8f6eeeb74a320,10
UTNP,0x9e3319636e2126e3c0bc9e3134aec5e1508a46c7,18
QRL,0x697beac28b09e122c4332d163985e8a73121b97f,8
QSP,0x99ea4db9ee77acd40b119bd1dc4e33e1c070b80d,18
MEDX,0xfd1e80508f243e64ce234ea88a5fd2827c71d4b7,8
NOAH,0x58a4884182d9e835597f405e5f258290e46ae7c2,18
MTL,0xF433089366899D83a9f26A773D59ec7eCF30355e,8
PRG,0x7728dFEF5aBd468669EB7f9b48A7f70a501eD29D,6
RUFF,0xf278c1ca969095ffddded020290cf8b5c424ace2,18
CNUS,0x722f2f3eac7e9597c73a593f7cf3de33fbfc3308,18
UTT,0x16f812be7fff02caf662b85d5d58a5da6572d4df,8
ITC,0x5e6b6d9abad9093fdc861ea1600eba1b355cd940,18
COSS,0x9e96604445ec19ffed9a5e8dd7b50a29c899a10c,18
LEND,0x80fB784B7eD66730e8b1DBd9820aFD29931aab03,18
BLZ,0x5732046a883704404f284ce41ffadd5b007fd668,18
CHX,0x1460a58096d80a50a2f1f956dda497611fa4f165,18
GTC,0xB70835D7822eBB9426B56543E391846C107bd32C,18
HPB,0x38c6a68304cdefb9bec48bbfaaba5c5b47818bb2,18
VIBE,0xe8ff5c9c75deb346acac493c463c8950be03dfba,18
BRZC,0xe12128d653b62f08fbed56bdeb65db729b6691c3,18
CRPT,0x80a7e048f37a50500351c204cb407766fa3bae7f,18
BAX,0x9a0242b7a33dacbe40edb927834f96eb39f8fbcb,18
ECOREAL,0xb052f8a33d8bb068414eade06af6955199f9f010,18
PPP,0xc42209aCcC14029c1012fB5680D95fBd6036E2a0,18
ABT,0xb98d4c97425d9908e66e53a6fdf673acca0be986,18
WaBi,0x286BDA1413a2Df81731D4930ce2F862a35A609fE,18
KEY,0x4cc19356f2d37338b9802aa8e8fc58b0373296e7,18
